id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
23552,23607,32549,1638,,11    Ori,,5.076153,15.404105,111.9821,18.4,-30.99,17,4.65,-0.596,A0p Si,-0.064,25.857529,104.817125,29.745307,-0.00000461,0.000023,-0.0000116,1.328933621,0.268852354,8.92E-08,-1.50E-07,,11,Ori,1,23552,,150.7995342,V1032,4.666,4.636
107232,107575,207203,8328,,11    Peg,,21.787212,2.686124,174.5201,6.28,-2.83,17,5.63,-0.579,A1V,0.012,145.885484,-95.435061,8.17881,0.00001754,-0.00000512,-0.00000158,5.703878672,0.046881708,3.04E-08,-1.37E-08,,11,Peg,1,107232,,148.4567675,,,
12659,12692,16727,785,,11    Per,,2.717451,55.106019,132.2751,34.78,-21.32,-2,5.76,0.153,B7IIIp...,-0.11,57.314175,49.405668,108.493607,-0.00000695,0.00002345,-0.0000095,0.711426958,0.961781473,1.69E-07,-1.03E-07,,11,Per,1,12659,,75.64844408,,,
38721,38835,65228,3102,,11    Pup,,7.94765,-22.880119,160,-29.61,12.28,14,4.2,-1.821,F7/F8II,0.718,-71.949183,128.660129,-62.208733,0.0000118,0.00002596,0.00000321,2.080689973,-0.399333403,-1.44E-07,5.95E-08,,11,Pup,1,38721,,466.0151117,,,
78766,79005,144708,6002,,11    Sco,,16.126782,-12.74541,112.3596,-41.67,-27.64,-25,5.75,0.497,B9V,0.018,-51.615666,-96.674585,-24.788647,-0.00000671,0.00003562,-0.00000904,4.22198173,-0.222449375,-2.02E-07,-1.34E-07,,11,Sco,1,78766,,55.10614111,,,
75901,76133,138562,5772,,11    Ser,,15.549427,-1.186399,85.9107,-17.27,-41.17,-16,5.5,0.83,K0III,1.092,-51.401701,-68.813696,-1.778786,0.00000424,0.0000177,-0.0000168,4.070830506,-0.020706574,-8.37E-08,-2.00E-07,,11,Ser,1,75901,,40.55085354,,,
97923,98234,189090,7622,,11    Sge,,19.962624,16.789163,139.6648,11.52,19.66,-26,5.54,-0.185,B9III,-0.048,65.719354,-116.445969,40.342211,-0.00000761,0.00002935,0.00000506,5.226202656,0.293026175,5.59E-08,9.53E-08,,11,Sge,1,97923,,103.2761406,,,
88876,89153,166464,6801,,11    Sgr,,18.19537,-23.701235,78.4929,7.82,-27.75,4,4.96,0.486,K0III,1.055,3.674512,-71.778373,-31.55161,0.00000295,0.00000065,-0.00001131,4.76353676,-0.41366459,3.79E-08,-1.35E-07,,1,Sgr,1,88876,,55.66727982,,,
17140,17181,22805,1118,,11    Tau,,3.67953,25.329492,146.4129,9.58,-13.95,-5,6.11,0.282,A2IV,0.097,75.539927,108.659205,62.638813,-0.0000058,0.00000356,-0.00001114,0.963298771,0.44208304,4.64E-08,-6.76E-08,,11,Tau,1,17140,,67.17381285,,,
11405,11432,15176,712,,11    Tri,,2.457715,31.80128,85.2515,-23.81,-28.18,-39,5.55,0.896,K1III:,1.114,57.965834,43.467764,44.925206,-0.00001631,-0.00002453,-0.00003092,0.643428292,0.555037046,-1.15E-07,-1.37E-07,,11,Tri,1,11405,,38.15926491,,,
74564,74793,136726,5714,,11    UMi,,15.284968,71.823901,122.1001,3.73,9.37,-16,5.02,-0.414,K4III,1.369,-24.849753,-28.864545,116.007445,0.00000844,0.00000642,-0.00001382,4.001595182,1.253563555,1.81E-08,4.54E-08,,11,UMi,1,74564,,127.5263706,,,
59127,59309,105702,4629,,11    Vir,,12.167616,5.807008,44.0529,-159.75,18.33,-9,5.72,2.5,Am,0.352,-43.784566,-1.922579,4.457175,0.00000805,0.0000345,0.00000296,3.185474474,0.101351409,-7.74E-07,8.89E-08,,11,Vir,1,59127,,8.7096359,,,
91756,92043,173667,7061,Gl 725.2,110    Her,,18.761035,20.546308,19.2086,-9.25,-335.65,22.3,4.19,2.773,F6V,0.483,3.560021,-17.631081,6.741603,0.00000555,-0.00003186,-0.00002126,4.911627456,0.358600718,-4.48E-08,-1.63E-06,,110,Her,1,91756,,6.77329514,,,
25153,25216,35189,1774,,110    Tau,,5.393807,16.699298,124.8439,-27.5,-21.87,21,6.09,0.608,A2IV,0.141,18.897726,118.076217,35.873798,0.00002029,0.00002144,-0.00000651,1.41209544,0.29145774,-1.33E-07,-1.06E-07,,110,Tau,1,25153,,49.75079214,,,
73392,73620,133165,5601,,110    Vir,,15.048344,2.091303,59.9161,-55.93,12.94,-16,4.39,0.502,K0III,1.026,-41.79953,-42.871209,2.186454,-0.00000012,0.00002315,0.00000316,3.939647165,0.036500118,-2.71E-07,6.27E-08,,110,Vir,1,73392,,54.85295139,,,
8183,8198,10761,510,,110Omi Psc,,1.756564,9.157736,85.6898,70.82,38.99,14,4.26,-0.405,K0III,0.942,75.808974,37.546943,13.637807,-0.0000027,0.00003149,0.00001827,0.459867349,0.159832641,3.43E-07,1.89E-07,Omi,110,Psc,1,8183,,126.4736347,,,
91874,92161,173880,7069,,111    Her,,18.783686,18.181519,28.8934,83.74,119.01,-45,4.34,2.036,A5III,0.148,5.592547,-26.87472,9.015438,0.00000152,0.00005029,0.00000148,4.917557604,0.317327368,4.06E-07,5.77E-07,,111,Her,1,91874,,13.35365033,,,
25215,25278,35296,1780,Gl 202,111    Tau,,5.407071,17.383534,14.3864,250.4,-7.42,38.1,5,4.21,F8V SB,0.544,2.122676,13.564563,4.298277,-0.00001148,0.00003959,0.00001115,1.415567931,0.303399903,1.21E-06,-3.60E-08,,111,Tau,1,25215,,1.803017741,V1119,5.026,4.986
8814,8833,11559,549,,111Xi  Psc,,1.892597,3.187536,54.9149,23.69,23.9,30,4.61,0.912,K0III SB,0.928,48.236339,26.069281,3.053521,0.00002364,0.00001995,0.00000806,0.495480818,0.055633007,1.15E-07,1.16E-07,Xi,111,Psc,1,8814,,37.60105237,,,
92324,92614,174933,7113,,112    Her,,18.87123,21.425142,124.3781,-7.25,-10.12,-20,5.43,-0.044,B9p...,-0.068,26.180236,-112.784157,45.433427,-0.00000806,0.00001539,-0.00001315,4.940476485,0.373939268,-3.51E-08,-4.91E-08,,112,Her,1,92324,,90.69847815,,,
9334,9353,12235,582,,112    Psc,,2.002544,3.097015,33.5008,231.21,-255.2,-17,5.89,3.265,G2IV,0.61,28.958891,16.745153,1.809933,-0.00003189,0.00002494,-0.00004232,0.524264877,0.054053108,1.12E-06,-1.24E-06,,112,Psc,1,9334,,4.305266105,,,
92527,92818,175492,7133,,113    Her,,18.912468,22.645076,144.7178,6.4,1.03,-24,4.57,-1.233,G4III+...,0.782,31.602936,-129.768194,55.719384,-0.00000106,0.00002334,-0.00000878,4.951272542,0.395231136,3.10E-08,4.99E-09,,113,Her,1,92527,,271.1440009,,,
25346,25410,35532,1798,,113    Tau,,5.434923,16.700161,179.5332,0.35,-5.07,31,6.23,-0.041,B2Vn,-0.084,25.346684,170.082778,51.591316,0.00000436,0.00003133,0.00000488,1.422859498,0.29147279,1.70E-09,-2.46E-08,,113,Tau,1,25346,,90.4482149,,,
9467,9487,12446,595,,113Alp Psc,,2.034117,2.763759,46.1681,33.29,-0.42,9,3.82,0.498,A2,0.024,39.728779,23.413015,2.226137,0.00000414,0.00001109,0.00000035,0.532530499,0.048236702,1.61E-07,-2.04E-09,Alp,113,Psc,1,9467,,55.05540985,Alp,3.832,3.812
25475,25539,35708,1810,,114    Tau,,5.460579,21.936965,191.5709,1.75,-6.96,13,4.88,-1.532,B2.5IV,-0.14,25.011528,175.931393,71.568309,0.00000047,0.00001483,-0.00000103,1.429576285,0.382872271,8.48E-09,-3.37E-08,,114,Tau,1,25475,,357.1083458,,,
25435,25499,35671,1808,,115    Tau,,5.452804,17.962216,168.3502,7.88,-21.06,18,5.4,-0.731,B5V,-0.09,22.863283,158.504526,51.917527,-0.00000311,0.0000235,-0.00001067,1.42754067,0.313499818,3.82E-08,-1.02E-07,,115,Tau,1,25435,,170.7654473,,,
25491,25555,35770,1814,,116    Tau,,5.462669,15.874052,130.039,4.39,-21.26,16,5.52,-0.05,B9.5Vn,0.015,17.537414,123.844579,35.56878,-0.00000002,0.0000196,-0.00000842,1.430123398,0.277054475,2.13E-08,-1.03E-07,,116,Tau,1,25491,,91.20108394,,,
25519,25583,35802,1816,,117    Tau,,5.467114,17.23913,187.9699,16.53,-46.15,-23,5.77,-0.6,M1III,1.634,24.964281,177.781176,55.70677,-0.00001631,-0.00000781,-0.00004714,1.43128708,0.300879571,8.01E-08,-2.24E-07,,117,Tau,1,25519,,151.3561248,,,
25631,25695,35943,1821,,118    Tau,,5.487916,25.150215,130.3781,11.44,-37.36,15,5.47,-0.106,B9Vn,-0.042,15.774499,116.958969,55.409826,-0.00000397,0.00002467,-0.00001485,1.436733179,0.438954061,5.55E-08,-1.81E-07,,118,Tau,1,25631,,96.02846792,,,
25880,25945,36389,1845,,119    Tau,,5.536875,18.594234,549.4505,-0.34,-4.51,23,4.32,-4.38,M2Ib,2.06,62.986531,516.946545,175.200013,0.00000406,0.00002582,-0.00000389,1.449550558,0.32453061,-1.65E-09,-2.19E-08,,119,Tau,1,25880,,4920.395357,CE,4.496,4.276
54522,54682,97277,4343,Gl 416.1,11Bet Crt,,11.194302,-22.825847,104.2753,4.73,-99.06,6.4,4.46,-0.631,A1V,0.025,-93.979241,20.122462,-40.451687,0.00001259,-0.00000514,-0.00004869,2.93066154,-0.398386187,2.29E-08,-4.80E-07,Bet,11,Crt,1,54522,,155.7399389,,,
30794,30867,45725,2356,,11Bet Mon,,6.480297,-7.033062,207.4689,-7,-4.97,20,3.76,-2.825,B3Ve,-0.113,-25.823011,204.282357,-25.402943,0.00000452,0.00002042,-0.00000747,1.696537844,-0.122750097,-3.39E-08,-2.41E-08,Bet,11,Mon,1,30794,,1174.897555,Bet,3.808,3.738
101950,102281,197461,7928,,11Del Del,,20.724315,15.074581,68.4463,-19.61,-41.74,9,4.43,0.253,A7IIIp d Del,0.302,43.241717,-49.981753,17.801271,0.00000325,-0.0000137,-0.00001098,5.425612992,0.263101067,-9.51E-08,-2.02E-07,Del,11,Del,1,101950,,68.99220098,Del,4.456,4.386
92438,92728,175426,7131,,11Del1Lyr,,18.895433,36.971721,303.9514,1.49,-2.6,-26,5.58,-1.834,B2.5V,-0.138,56.406693,-236.194466,182.802547,-0.00000226,0.00001893,-0.00001905,4.946812828,0.645278265,7.22E-09,-1.26E-08,Del-1,11,Lyr,1,92438,,471.6284553,,,
42990,43109,74874,3482,,11Eps Hya,,8.779587,6.418809,39.6354,-231.04,-40.17,36,3.38,0.39,G0III-IV,0.685,-26.198413,29.410867,4.431082,0.00000824,0.00005749,-0.00000355,2.298490371,0.112029355,-1.12E-06,-1.95E-07,Eps,11,Hya,1,42990,,60.81350013,Eps,3.39,3.37
77420,77655,142091,5901,,11Kap CrB,,15.85387,35.657382,30.4971,-8.07,-347.41,-24,4.79,2.369,K0III-IV,0.996,-13.201328,-20.969886,17.777763,-0.00000634,-0.00000783,-0.00005604,4.1505335,0.622338717,-3.91E-08,-1.68E-06,Kap,11,CrB,1,77420,,9.826525828,,,
24283,24340,33641,1689,,11Mu  Aur,,5.223811,38.484498,46.9043,-18.66,-72.41,21,4.82,1.464,A4m,0.189,7.409615,35.960293,29.188797,0.00000962,0.00002564,0.00000048,1.367590597,0.671681199,-9.05E-08,-3.51E-07,Mu,11,Aur,1,24283,,22.61517746,,,
78861,79101,145389,6023,,11Phi Her,,16.146162,44.934906,62.5391,-25.98,35.86,-16,4.23,0.249,B9MNp...,-0.045,-20.653027,-39.159373,44.171451,0.00000202,0.00002071,-0.00000386,4.22705539,0.784262057,-1.26E-07,1.74E-07,Phi,11,Her,1,78861,,69.24684643,,,
100701,101027,194943,7822,Gl 791.1A,11Rho Cap,,20.481004,-17.813687,30.2663,-15.79,-7.66,18.4,4.77,2.365,F3V,0.386,17.427785,-22.947733,-9.2592,0.00000878,-0.0000154,-0.00000683,5.361914305,-0.310907487,-7.66E-08,-3.71E-08,Rho,11,Cap,1,100701,Gl 791.1,9.862794856,,,
44728,44857,77800,3609,,11Sig1UMa,,9.139867,66.873235,159.7444,-23.01,-40.54,15,5.15,-0.867,K5III,1.514,-45.959902,42.711697,146.907164,-0.00001343,0.00003681,0.00000178,2.392811472,1.167158127,-1.12E-07,-1.97E-07,Sig-1,11,UMa,1,44728,,193.5530414,,,
14112,14146,18978,919,Gl 121,11Tau3Eri,,3.039863,-23.624472,27.1739,-145.96,-55.76,-9.8,4.08,1.909,A4V,0.163,17.419759,17.787178,-10.889644,0.00000525,-0.00002212,-0.00000271,0.795834354,-0.412324813,-7.08E-07,-2.70E-07,Tau-3,11,Eri,1,14112,,15.01066733,,,
114916,115280,220117,8885,,12    And,,23.348123,38.182326,41.9639,129.56,-61.21,-9,5.77,2.656,F5V,0.468,32.506379,-5.60201,25.940605,0.00000493,0.00002589,-0.00001548,6.112524406,0.666407307,6.28E-07,-2.97E-07,,12,And,1,114916,,7.543970822,,,
93136,93429,176678,7193,,12    Aql,,19.028008,-5.739115,44.1306,-24.15,-39.73,-44,4.02,0.796,K1IIIvar,1.079,11.675164,-42.328374,-4.412978,-0.00001711,0.00004261,-0.00000396,4.981520729,-0.10016645,-1.17E-07,-1.93E-07,,12,Aql,1,93136,,41.84080196,,,
103649,103981,200496,8058,,12    Aqr,,21.067979,-5.823066,153.8462,20.9,-7.01,-5,5.53,-0.405,G4,0.683,110.133134,-106.281229,-15.60874,0.00000678,0.00001512,-0.00000468,5.515584013,-0.101631675,1.01E-07,-3.40E-08,,12,Aqr,1,103649,,126.4736347,,,
69004,69226,123999,5304,Wo 9470,12    Boo,,14.173315,25.091677,37.4251,-23.02,-60.07,10.8,4.82,1.954,F9IVw,0.541,-28.553661,-18.260634,15.870824,-0.00001457,-0.00000436,-0.00000519,3.710565258,0.437932376,-1.12E-07,-2.91E-07,,12,Boo,1,69004,,14.40124371,,,
23688,23743,32357,1623,,12    Cam,,5.103372,59.02134,218.8184,-1.83,-26.15,-8,6.08,-0.62,K0III,1.112,26.196253,109.541097,187.605878,0.00000644,0.00001858,-0.00002129,1.336059596,1.030116707,-8.87E-09,-1.27E-07,,12,Cam,1,23688,,154.1700453,BM,6.137,6.027
1955,1960,2011,93,,12    Cas,,0.413193,61.831057,215.0538,13.67,-2.45,-4,5.38,-1.283,B9III,0.008,100.927665,10.96058,189.582683,-0.00000122,0.0000142,-0.00000481,0.108173801,1.079155532,6.63E-08,-1.19E-08,,12,Cas,1,1955,,283.9226239,,,
107243,107586,207528,8339,,12    Cep,,21.790362,60.692689,140.4494,-9.68,-1.84,-20,5.53,-0.208,M1III,1.575,57.563091,-37.588791,122.472679,-0.00001107,-0.00000064,-0.00001845,5.70470332,1.059287256,-4.69E-08,-8.92E-09,,12,Cep,1,107243,,105.4872571,,,
2347,2353,2637,117,,12    Cet,,0.500655,-3.957332,173.913,8.61,-14.51,5,5.72,-0.482,M0III,1.545,172.0102,22.675579,-12.00236,0.00000327,0.00000775,-0.00001256,0.131071162,-0.069068471,4.17E-08,-7.03E-08,,12,Cet,1,2347,,135.7688064,,,
32418,32504,49333,2509,,12    CMa,,6.783745,-21.015402,241.5459,-15.17,6.24,15,6.07,-0.845,B7II/III,-0.159,-45.940823,220.749606,-86.622971,0.00001394,0.0000202,0.00000132,1.775980411,-0.366787952,-7.35E-08,3.03E-08,,12,CMa,1,32418,,189.6705921,HK,6.106,6.056
39761,39874,67483,3184,,12    Cnc,,8.145124,13.640917,80,2.56,-13.08,-10,6.25,1.735,F3V,0.48,-41.401005,65.802612,18.866873,0.00000382,-0.00000793,-0.00000734,2.132388405,0.238078916,1.24E-08,-6.34E-08,,12,Cnc,1,39761,,17.61976046,,,
60166,60351,107700,4707,,12    Com,,12.375087,25.84616,90.3342,-10.75,-8.85,1,4.78,0.001,F8:p...,0.515,-80.90623,-7.970422,39.381767,-0.00000306,0.00000443,-0.00000304,3.239790172,0.451100595,-5.21E-08,-4.29E-08,,12,Com,1,60166,,87.01617722,,,
42948,43067,74918,3484,,12    Hya,,8.772927,-13.54772,75.1315,17.57,-6.22,-8,4.32,-0.059,G8III,0.9,-48.487966,54.625007,-17.599924,0.00000085,-0.00001059,-0.00000029,2.29674695,-0.236452321,8.52E-08,-3.02E-08,,12,Hya,1,42948,,91.96021967,,,
111678,112031,214993,8640,,12    Lac,,22.691292,40.225449,411.5226,-0.75,-5.9,-15,5.25,-2.822,B2IIIv SB,-0.137,295.939224,-105.55747,265.759923,-0.00000438,-0.00000003,-0.00001889,5.940566336,0.702066524,-3.64E-09,-2.86E-08,,12,Lac,1,111678,,1171.655674,DD,5.3,5.19
26800,26865,38090,1968,,12    Lep,,5.703877,-22.373715,304.878,-0.16,8.88,28,5.88,-1.541,A2/A3V,0.08,21.834451,281.080466,-116.050746,0.00000267,0.00003136,0.00000124,1.493271581,-0.390494996,-7.76E-10,4.31E-08,,12,Lep,1,26800,,360.0808292,,,
72702,72929,131430,5548,,12    Lib,,14.905592,-24.642202,127.8772,-11.02,-27.51,9,5.27,-0.264,K2/K3III,1.336,-84.19407,-80.131747,-53.318482,-0.00000562,0.00000408,-0.00001934,3.902274755,-0.430087559,-5.34E-08,-1.33E-07,,12,Lib,1,72702,,111.0708256,,,
32352,32438,48250,2470,,12    Lyn,,6.770595,59.44167,65.8328,-18.11,-8.67,-3,4.86,0.768,A3V,0.084,-6.706626,32.791585,56.689392,0.0000055,0.00000196,-0.00000405,1.77253763,1.037452853,-8.78E-08,-4.20E-08,,12,Lyn,1,32352,,42.93386635,,,
31082,31159,46241,2382,,12    Mon,,6.538668,4.855999,172.4138,-35.56,1.57,21,5.88,-0.303,K0V,0.997,-24.146839,170.089668,14.595144,0.00002643,0.00002526,0.00000313,1.711819316,0.084753173,-1.72E-07,7.61E-09,,12,Mon,1,31082,,115.1330474,,,
81054,81300,149661,6171,Gl 631,12    Oph,,16.605958,-2.324584,9.7513,455.22,-307.63,-12.1,5.77,5.825,K2V,0.827,-3.477447,-9.101465,-0.395514,0.00002473,0.00000442,-0.00001403,4.347429649,-0.040571638,2.21E-06,-1.49E-06,,12,Oph,1,81054,,0.407380278,V2133,5.778,5.758
107129,107472,207089,8321,,12    Peg,,21.767879,22.94888,427.3504,9.07,-2.35,-12,5.29,-2.864,K0Ib,1.381,328.225373,-217.097859,166.628017,0.00000252,0.00002086,-0.00000927,5.69881735,0.400533511,4.40E-08,-1.14E-08,,12,Peg,1,107129,,1217.867385,,,
12590,12623,16739,788,Gl 105.6,12    Per,,2.704144,40.193944,24.1896,-16.84,-182.29,-22.8,4.91,2.992,F9V,0.582,14.037312,12.015355,15.611278,-0.00000177,-0.00000411,-0.00003138,0.707943288,0.701516658,-8.16E-08,-8.84E-07,,12,Per,1,12590,,5.53604995,,,
38913,39023,65699,3123,,12    Pup,,7.984921,-23.310396,263.8522,-11.74,2.75,11,5.09,-2.017,G8II,1.111,-120.328249,210.327821,-104.409558,0.00000721,0.00001763,-0.00000122,2.090447426,-0.406843158,-5.69E-08,1.33E-08,,12,Pup,1,38913,,558.2130689,,,
79159,79399,145483,6029,,12    Sco,,16.204456,-28.417305,93.0233,-22.99,-40.9,-3,5.67,0.827,B9V,0.012,-37.057916,-72.940459,-44.268833,-0.00000404,0.00001493,-0.00001476,4.242316643,-0.495975538,-1.11E-07,-1.98E-07,,12,Sco,1,79159,,40.66305463,,,
48850,48990,86611,3945,,12    Sex,,9.995301,3.384792,59.8444,-58.82,18.07,-4,6.69,2.805,F0V,0.288,-51.699545,29.933606,3.533295,0.00001235,0.00001257,0.00000499,2.616763705,0.059075758,-2.85E-07,8.76E-08,,12,Sex,1,48850,,6.576578374,,,
17062,17103,22796,1115,,12    Tau,,3.664201,3.056863,114.0251,-36.61,8.32,21,5.55,0.265,G6III:,0.931,65.36936,93.228959,6.080629,0.00002874,0.00000574,0.00000574,0.959285482,0.053352329,-1.77E-07,4.03E-08,,12,Tau,1,17062,,68.23386941,,,
11459,11486,15257,717,,12    Tri,,2.469439,29.66933,49.8256,-14.81,-85.5,-25,5.29,1.803,F0III,0.311,34.556488,26.079526,24.663244,-0.00000742,-0.00001008,-0.0000306,0.646497712,0.517827502,-7.18E-08,-4.15E-07,,12,Tri,1,11459,,16.55007629,,,
59426,59608,106251,4650,NN 3716,12    Vir,,12.223872,10.262341,50.1756,-94.48,-7.95,2.3,5.85,2.348,A2m,0.262,-49.288153,-2.892066,8.939063,-0.000004,0.00002279,-0.00000148,3.200202213,0.17911164,-4.58E-07,-3.85E-08,,12,Vir,1,59426,,10.01843766,,,
97368,97679,187811,7565,,12    Vul,,19.851141,22.610046,193.0502,23.35,-16.65,-31,4.9,-1.528,B2.5V,-0.153,83.025513,-157.691194,74.219432,0.00000849,0.00003078,-0.00002657,5.19701653,0.394619751,1.13E-07,-8.07E-08,,12,Vul,1,97368,,355.7951306,V395,4.936,4.826
25999,26064,36576,1858,,120    Tau,,5.558786,18.540231,476.1905,0.15,0.01,41,5.67,-2.719,B2IV-Ve,-0.022,52.033993,448.4683,151.414627,0.00000424,0.00003952,0.00001335,1.455286786,0.323588073,7.27E-10,4.85E-11,,120,Tau,1,25999,,1065.614202,V960,5.709,5.609
26182,26248,36819,1875,,121    Tau,,5.590869,24.039589,169.4915,14.98,-20.22,23,5.37,-0.776,B2.5IV,-0.092,16.547968,153.903632,69.045457,-0.00000922,0.0000294,-0.00000559,1.463686141,0.419569974,7.26E-08,-9.80E-08,,121,Tau,1,26182,,177.991802,,,
26317,26382,37147,1905,,122    Tau,,5.617704,17.040324,48.5909,42.9,-34.86,41,5.53,2.097,F0V,0.237,4.641984,46.22556,14.239412,-0.00000581,0.00004329,0.00000444,1.470711482,0.297409765,2.08E-07,-1.69E-07,,122,Tau,1,26317,,12.62408761,,,
26386,26451,37202,1910,,123Zet Tau,,5.627413,21.142549,136.4256,2.39,-18.04,20,2.97,-2.704,B4IIIp,-0.148,12.391949,126.637551,49.207351,0.0000007,0.00002342,-0.00000375,1.473253191,0.369007094,1.16E-08,-8.75E-08,Zet,123,Tau,1,26386,,1050.993427,Zet,3.032,2.902
26575,26640,37438,1928,,125    Tau,,5.662277,25.897091,131.0616,9.75,-23.79,15,5.18,-0.407,B3IV,-0.15,10.410662,117.439977,57.242014,-0.00000437,0.00002087,-0.0000069,1.482380731,0.451989505,4.73E-08,-1.15E-07,,125,Tau,1,26575,,126.7068225,,,
26711,26777,37711,1946,,126    Tau,,5.688255,16.534148,194.9318,5.42,-14.54,21,4.84,-1.609,B3IV...,-0.125,15.234526,186.249582,55.475059,-0.00000311,0.00002484,-0.00000706,1.489181716,0.288575318,2.63E-08,-7.05E-08,,126,Tau,1,26711,,383.3540008,,,
27198,27265,38478,1985,,129    Tau,,5.779305,15.822497,225.2252,5.36,-3.04,19,6,-0.763,B8IIIMNp...,-0.061,12.513036,216.330219,61.409507,-0.00000471,0.00001991,0.0000021,1.513018403,0.276154669,2.60E-08,-1.47E-08,,129,Tau,1,27198,,175.8733354,,,
62921,63121,112412,4914,,12Alp1CVn,,12.933468,38.314912,36.9004,-203.89,88.34,-3,5.61,2.775,F0V,0.337,-28.092342,-7.005189,22.877614,0.00000302,0.00003834,0.0000105,3.385974004,0.668721373,-9.88E-07,4.28E-07,Alp-1,12,CVn,1,62921,,6.760829754,,,
55118,55282,98430,4382,,12Del Crt,,11.322347,-14.778541,56.9476,-124.47,206.61,-5,3.56,-0.217,K0III,1.112,-54.199405,9.717642,-14.52639,-0.00000339,0.00003552,0.00005646,2.96418357,-0.257934205,-6.03E-07,1.00E-06,Del,12,Crt,1,55118,,106.3653075,,,
92502,92791,175588,7139,,12Del2Lyr,,18.908412,36.898613,225.7336,-6.73,3.26,-26,4.22,-2.548,M4IIvar,1.575,42.527743,-175.43781,135.530509,-0.00001267,0.00002101,-0.00001311,4.950210793,0.644002287,-3.26E-08,1.58E-08,Del-2,12,Lyr,1,92502,,910.3323997,Del-2,4.313,4.133
108316,108661,209014,8386,,12Eta PsA,,22.013951,-28.453736,250.6266,14.81,0.3,-5,5.43,-1.565,B8/B9V+...,-0.095,191.231043,-109.477969,-119.410773,0.00000519,0.00001776,0.00000276,5.763238893,-0.496611386,7.18E-08,1.45E-09,Eta,12,PsA,1,108316,,368.1289736,,,
98026,98337,189319,7635,,12Gam Sge,,19.979285,19.492148,79.2393,64.37,22.58,-33,3.51,-0.985,K5III,1.571,36.997433,-64.89161,26.440286,0.00000429,0.0000424,-0.00000309,5.230564515,0.340202156,3.12E-07,1.09E-07,Gam,12,Sge,1,98026,,215.7744409,,,
102200,102531,197963,7947,,12Gam1Del,,20.777462,16.124134,37.9507,-6.1,-201.74,-7,5.15,2.254,A2Ia+...,0.495,24.234708,-27.236852,10.539626,0.00000144,-0.00000331,-0.00003764,5.439526893,0.28141922,-2.96E-08,-9.78E-07,Gam-1,12,Del,1,102200,,10.92446053,,,
102201,102532,197964,7948,,12Gam2Del,,20.77764,16.124296,38.7297,-25.88,-196.27,-7,4.27,1.33,K1IV,1.042,24.733436,-27.794763,10.756074,-0.0000014,-0.00000574,-0.00003739,5.439573343,0.281422058,-1.25E-07,-9.52E-07,Gam-2,12,Del,1,102201,,25.58585887,,4.424,4.254
75229,75458,137759,5744,,12Iot Dra,,15.415494,58.966065,31.027,-8.27,17.3,-11,3.29,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,0.00000406,0.00000704,-0.0000083,4.035766949,1.02915199,-4.01E-08,8.39E-08,Iot,12,Dra,1,75229,,40.51352202,,,
9814,9836,12869,613,,12Kap Ari,,2.109423,22.648317,55.6793,20.62,-35.84,12,5.03,1.302,A2m,0.121,43.747169,26.956985,21.440676,0.00000989,0.00001263,-0.0000042,0.55224577,0.3952877,1.00E-07,-1.74E-07,Kap,12,Ari,1,9814,,26.25427319,,,
44343,44471,77327,3594,,12Kap UMa,,9.060427,47.156525,109.8901,-37.37,-55.39,4,3.57,-1.635,A1Vn,0.007,-53.667801,51.996165,80.572997,-0.00000368,0.00003129,-0.00001707,2.372014222,0.823036618,-1.81E-07,-2.69E-07,Kap,12,UMa,1,44343,,392.6449354,,,
77776,78012,142908,5936,Wo 9531,12Lam CrB,,15.929884,37.946958,41.5628,29.45,80.08,-11.6,5.43,2.336,F0IV,0.352,-16.905998,-28.078859,25.55822,0.00001503,0.00001345,0.00000543,4.170433863,0.662299355,1.43E-07,3.88E-07,Lam,12,CrB,1,77776,,10.12977969,,,
100795,101120,195093,7829,,12Omi Cap,,20.497941,-18.586378,100000,14.11,-88.21,-16,6.74,-13.26,A7/A8V,0.22,57660.55032,-75228.63487,-31873.39648,-0.0028718,0.01499084,-0.04052627,5.366348288,-0.324393488,6.84E-08,-4.28E-07,Omi,12,Cap,1,100795,,17538805.02,,,
100797,101123,195094,7830,,12Omi Cap,,20.498307,-18.583178,66.357,25.56,-79.45,-12,5.94,1.831,A1V,0.062,38.267264,-49.916646,-21.146683,-0.00000551,0.0000207,-0.00002031,5.366444327,-0.324337638,1.24E-07,-3.85E-07,Omi,12,Cap,1,100797,,16.12872362,,6.005,5.715
96377,96683,185734,7478,,12Phi Cyg,,19.656279,30.153321,81.6327,1.95,36.07,6,4.68,0.121,G8III-IV...,0.971,29.657091,-64.054037,41.00541,-0.00000008,0.00000202,0.00001542,5.146001877,0.526274734,9.45E-09,1.75E-07,Phi,12,Cyg,1,96377,,77.91121911,,,
75837,76069,138527,5770,,12Tau2Ser,,15.536021,16.056169,143.8849,-2.87,6.76,-18,6.22,0.43,B9V,-0.038,-83.136415,-110.487404,39.79558,0.00000982,0.00001638,-0.00000056,4.067320746,0.280233011,-1.39E-08,3.28E-08,Tau-2,12,Ser,1,75837,,58.61381645,,,
